?cls	?xref
<http://edamontology.org/format_3749>	<https://en.wikipedia.org/wiki/JSON-LD>
<http://edamontology.org/format_3749>	<http://www.iana.org/assignments/media-types/application/ld+json>
<http://edamontology.org/format_2376>	<https://en.wikipedia.org/wiki/Resource_Description_Framework>
